"recordID","name"
"56","DonaldsonE"
"56","KasteJ"
"56","FriedlandA"
"57","ElliottJ"
"57","MiniatF"
"57","PedersonN"
"57","LaseterH"
"58","Randall-GoodwinE"
"58","GavahanK"
"58","AlderkampA"
"58","DucklowH"
"58","RobertsonR"
"58","StammerjohnS"
"58","MeredithM"
"58","JenkinsA"
"58","YagerP"
"58","SherrellR"
"58","AbrahamsenE"
"58","GuerreroR"
"58","YuanX"
"58","MortlockR"
"59","HostetlerJ"
"59","SillettT"
"59","MarraP"
"60","ElliottK"
"60","VoseJ"
"60","KnoeppJ"
"60","ClintonB"
"60","KloeppelB"
"61","WalkerJ"
"62","DupontJ"
"63","EdmundsP"
"63","LegendreL"
"63","MitaraiS"
"63","MukoS"
"63","NozawaY"
"63","Padillo-GaminoJ"
"63","PriceN"
"63","SakaiK"
"63","SuzukiG"
"63","Van OppenM"
"63","YaridA"
"63","SteneckR"
"63","GatesR"
"63","AlbrightR"
"63","CarpenterR"
"63","ChuiA"
"63","FanT"
"63","HariiS"
"63","KitanoH"
"63","KuriharaH"
"65","FeaginR"
"65","CarterG"
"65","FiglusJ"
"65","ZinnertJ"
"65","SigrenJ"
"65","Mart{\'\i}nezM"
"65","SilvaR"
"65","SmithW"
"65","CoxD"
"65","YoungD"
"66","CraigE"
"66","PearsonM"
"66","Fraterrigo3"
"67","PasulkaT"
"67","LandryM"
"68","ToomeyM"
"68","BohrerG"
"68","BrzostekE"
"68","BurnsS"
"68","CoursolleC"
"68","HollingerD"
"68","MargolisH"
"68","McCaugheyH"
"68","MonsonR"
"68","MungerJ"
"68","PallardyS"
"68","FriedlM"
"68","PhillipsR"
"68","TornM"
"68","WhartonS"
"68","ZeriM"
"68","RichardsonA"
"68","FrolkingS"
"68","HufkensK"
"68","KlostermanS"
"68","SonnentagO"
"68","BaldocchiD"
"68","BernacchiC"
"68","BiraudS"
"69","HerdmanL"
"69","HenchJ"
"69","MonismithS"
"70","JacksonC"
"70","LeighS"
"70","ScarbroughL"
"70","ChambleeF"
"71","DeitchlerE"
"71","M.J"
"71","H.W"
"72","LenihanH"
"72","HenchJ"
"72","HolbrookS"
"72","SchmittR"
"72","PotoskiM"
"73","EthridgeS"
"74","StukelM"
"74","AsherE"
"74","CoutoN"
"74","SchofieldO"
"74","StrebelS"
"74","TortellP"
"74","DucklowH"
"75","SherryT"
"75","WilsonS"
"75","HunterS"
"75","HolmesR"
"76","GaiserE"
"76","GottliebA"
"76","LeeS"
"76","TrexlerJ"
"77","HarrisC"
"77","FraserW"
"77","JouventinP"
"77","LaRueM"
"77","MahoY"
"77","LynchH"
"77","NaveenR"
"77","Patterson-FraserD"
"77","PeterH"
"77","PoncetS"
"77","PhillipsR"
"77","LorenzK"
"77","SouthwellC"
"77","van FranekerJ"
"77","WeimerskirchH"
"77","WieneckeB"
"77","WoehlerE"
"77","FishpoolL"
"77","LascellesB"
"77","CooperJ"
"77","CoriaN"
"77","CroxallJ"
"77","EmmersonL"
"77","FijnR"
"78","HuddlestonS"
"78","PorterJ"
"78","BrownD"
"79","KnoeppJ"
"79","TaylorR"
"79","BoringL"
"79","MiniatC"
"80","MigliavaccaM"
"80","BlackT"
"80","CarvalhaisN"
"80","CeccheriniG"
"80","ChenJ"
"80","GobronN"
"80","KoffiE"
"80","MungerJ"
"80","Perez-PriegoO"
"80","RobustelliM"
"80","TomelleriE"
"80","ReichsteinM"
"80","CescattiA"
"80","RichardsonA"
"80","MahechaM"
"80","CremoneseE"
"80","DelpierreN"
"80","GalvagnoM"
"80","LawB"
"80","WohlfahrtG"
"81","GormanK"
"82","TownsendA"
"82","CoochE"
"82","SillettT"
"82","RodenhouseN"
"82","HolmesR"
"82","WebsterM"
"83","CampbellJ"
"83","HildebrandJ"
"84","LeonardiN"
"84","KolkerA"
"84","FagherazziS"
"85","GoerickeR"
"85","OhmanM"
"86","BundyK"
"86","BarbeauK"
"87","GravesR"
"87","PearsonS"
"87","TurnerM"
"88","BenettinP"
"88","BaileyS"
"88","CampbellJ"
"88","GreenM"
"88","RinaldoA"
"88","LikensG"
"88","McGuireK"
"88","BotterG"
"89","SteinbergD"
"89","RossR"
"89","RuckK"
"89","GleiberM"
"89","GarzioL"
"89","CopeJ"
"89","BernardK"
"89","StammerjohnS"
"89","SchofieldO"
"89","QuetinL"
"90","RobertsonG"
"90","HamiltonS"
"91","GaiserE"
"92","WeeseD"
"92","HeathK"
"92","DentingerB"
"92","LauJ"
"93","ShaoS"
"93","DriscollC"
"93","JohnsonC"
"93","FaheyT"
"93","BattlesJ"
"93","BlumJ"
"94","KominoskiJ"
"94","RosemondA"
"94","BensteadJ"
"94","GulisV"
"94","MaerzJ"
"94","ManningD"
"95","GillinC"
"95","BaileyS"
"95","McGuireK"
"95","GannonJ"
"96","BeierC"
"96","CaputoJ"
"96","GroffmanP"
"97","DavisonJ"
"98","SchmidtT"
"98","WaldronC"
"99","HallworthM"
"99","SilletT"
"99","Van WilgenburgS"
"99","HobsonK"
"99","MaraP"
"100","HallworthM"
"100","MarraP"
"101","GelfandI"
"101","RobertsonG"
"102","DormanR"
"102","SantoraJ"
"103","CurticeC"
"103","JohnstonD"
"103","DucklowH"
"103","GalesN"
"103","HalpinP"
"103","FriedlaenderA"
"104","WagnerS"
"104","AllredS"
"104","DittmarT"
"104","Jaff{\'e}R"
"105","FosterJ"
"105","D{\textquoteright}AmatoA"
"106","FangY"
"106","LinG"
"106","ZhouG"
"106","XiaoJ"
"106","ChenJ"
"106","SunG"
"106","CaldwellP"
"106","McNultyS"
"106","NoormetsA"
"106","DomecJ"
"106","KingJ"
"106","ZhangZ"
"106","ZhangX"
"107","MelaasE"
"107","FriedlM"
"107","RichardsonA"
"108","BerdanierB"
"108","ClarkS"
"109","BurkeB"
"109","Welch-DevineM"
"109","GustafsonS"
"110","DolschakK"
"110","GartnerK"
"110","BergerT"
"111","MarraP"
"111","StuddsC"
"111","WilsonS"
"111","SillettT"
"111","SherryT"
"111","HolmesR"
"112","BresnahanP"
"113","FergusonP"
"113","ConroyM"
"113","Hepinstall-CymermanJ"
"114","ComeauS"
"114","CarpenterR"
"114","LantzC"
"114","EdmundsP"
"115","BrewinR"
"115","GrantM"
"115","GroomS"
"115","HorsemanA"
"115","HuC"
"115","KrasemannH"
"115","LeeZ"
"115","MaritorenaS"
"115","MeelinF"
"115","PetersM"
"115","PlattT"
"115","SathyendranathS"
"115","RegnerP"
"115","SmythT"
"115","SteinmetzF"
"115","SwintonJ"
"115","WerdellJ"
"115","WhiteG"
"115","MullerD"
"115","BrockmannC"
"115","DeschampsP"
"115","DevredE"
"115","DoerfferR"
"115","FomferraN"
"115","FranzB"
"116","KahruM"
"116","MitchellB"
"117","GallaherC"
"117","SnappS"
"118","KoslowJ"
"118","CoutureJ"
"119","DucklowH"
"119","WilsonS"
"119","PostA"
"119","StammerjohnS"
"119","EricksonM"
"119","LeeS"
"119","LowryK"
"119","SherrellR"
"119","YagerP"
"120","LeighD"
"120","GragsonT"
"120","CoughlanM"
"121","SantoraJ"
"121","SydemanW"
"122","MillerH"
"122","SubramanianA"
"123","de VerneilA"
"124","ChenillatN"
"124","BlankeB"
"125","GrossK"
"125","EmeryS"
"125","DavisA"
"125","SmithR"
"125","RobinsonT"
"126","ProberS"
"126","BakkerJ"
"126","ClelandE"
"126","DeCrappeoN"
"126","DeLorenzeE"
"126","HagenahN"
"126","HautierY"
"126","HofmockelK"
"126","KirkmanK"
"126","KnopsJ"
"126","La PierreK"
"126","LeffJ"
"126","MacDougallA"
"126","McCulleyR"
"126","MitchellC"
"126","RischA"
"126","SchuetzM"
"126","StevensC"
"126","WilliamsR"
"126","FiererN"
"126","BatesS"
"126","BorerE"
"126","FirnJ"
"126","HarpoleW"
"126","LindE"
"126","SeabloomE"
"126","AdlerP"
"127","PutnamH"
"127","GatesR"
"128","OhmanM"
"129","FaheyT"
"129","RodenhouseN"
"129","RustadL"
"129","SchabergP"
"129","VadeboncoeurM"
"129","TemplerP"
"129","AndersonB"
"129","BattlesJ"
"129","CampbellJ"
"129","DriscollC"
"129","FuscoA"
"129","GreenM"
"129","KassamK"
"130","FakhraeiH"
"130","DriscollC"
"131","de VerneilA"
"131","FranksP"
"132","ChenillatX"
"132","Rivi{\`e}reP"
"133","ReidP"
"133","StammerjohnS"
"133","MassomR"
"133","ScambosT"
"133","LieserJ"
"134","FussC"
"134","DriscollC"
"134","CampbellJ"
"135","EdwardsI"
"135","CornuelleB"
"136","HillardH"
"137","StammerjohnS"
"137","YagerP"
"137","MaksymT"
"137","MassomR"
"137","LowryK"
"137","ArrigoK"
"137","YuanX"
"137","RaphaelM"
"137","Randall-GoodwinE"
"137","SherrellR"
"138","JacoxJ"
"139","JacksonD"
"139","75-86d"
"140","HwangT"
"140","BandL"
"140","HalesT"
"140","MiniatC"
"140","VoseJ"
"140","BolstadP"
"140","MilesB"
"140","PriceK"
"141","MorseJ"
"141","Dur{\'a}nJ"
"141","GroffmanP"
"142","SeeC"
"142","YanaiR"
"142","FiskM"
"142","VadeboncoeurM"
"142","QuinteroB"
"142","FaheyT"
"143","BaeK"
"143","FaheyT"
"143","YanaiR"
"143","FiskM"
"144","GoodaleC"
"144","FredriksenG"
"144","WeissM"
"144","McCalleyC"
"144","SparksJ"
"144","ThomasS"
"145","HauckJ"
"145","DunneJ"
"145","GruberN"
"145","HashiokaT"
"145","JohnJ"
"145","QuereC"
"145","LimaI"
"145","NakanoH"
"145","S{\'e}f{\'e}rianR"
"145","TotterdellI"
"145","V{\""o}lkerC"
"145","Wolf-GladrowD"
"145","Laufk{\""o}tterC"
"145","VogtM"
"145","AumontO"
"145","BoppL"
"145","BuitenhuisE"
"145","DoneyS"
"146","BurakowskiE"
"146","MartinM"
"146","OllingerS"
"146","LepineL"
"146","SchaafC"
"146","WangZ"
"146","DibbJ"
"146","HollingerD"
"146","KimJ"
"146","ErbA"
"147","PratchettM"
"147","AndersonK"
"147","HoogenboomM"
"147","WidmanE"
"147","BairdA"
"147","PandolfiJ"
"147","EdmundsP"
"147","LoughJ"
"148","GreenM"
"148","LaursenB"
"148","CampbellJ"
"148","McGuireK"
"148","KelseyE"
"149","MilanovichJ"
"149","MaerzJ"
"149","RosemondA"
"150","DoddsW"
"150","GidoK"
"150","WhilesM"
"150","DanielsM"
"150","GrudzinskiB"
"151","WallaceJ"
"151","EggertS"
"151","MeyerJ"
"151","WebsterJ"
"152","KoopmansD"
"152","BergP"
"153","TroiaM"
"153","WhitneyJ"
"153","GidoK"
"154","ResearchT"
"155","GrazianiD"
"155","DayF"
"156","MariottiG"
"156","ValentineK"
"156","FagherazziS"
"157","KeenanT"
"157","RichardsonA"
"158","LadoniM"
"158","KravchenkoA"
"158","RobertsonG"
"159","BeijbomO"
"159","TanC"
"159","ChanS"
"159","TreibitzT"
"159","GamstA"
"159","MitchellB"
"159","KriegmanD"
"159","EdmundsP"
"159","RoelfsemaC"
"159","SmithJ"
"159","KlineD"
"159","NealB"
"159","DunlapM"
"159","MoriartyV"
"159","FanT"
"160","HauriC"
"160","DoneyS"
"160","TakahashiT"
"160","EricksonM"
"160","JiangG"
"160","DucklowH"
"161","AnderssonA"
"161","HurstT"
"161","KingA"
"161","KublerJ"
"161","KuffnerI"
"161","MackeyK"
"161","MengeB"
"161","PaytanA"
"161","RiebesellU"
"161","SchnetzerA"
"161","E.W"
"161","KlineD"
"161","ZimmermanR"
"161","EdmundsP"
"161","ArcherS"
"161","BednarsekN"
"161","CarpenterR"
"161","ChadseyM"
"161","GoldsteinP"
"161","GrottoliA"
"162","DazzoF"
"162","NiccumB"
"163","FergusonP"
"163","ConroyM"
"163","ChambleeJ"
"163","Hepinstall-CymermanJ"
"164","KrauseM"
"164","TaylorA"
"165","ChambleeF"
"165","DehringA"
"165","DepkenI"
"165","NicholsonR"
"166","BrownA"
"166","CarpenterR"
"167","HamiltonS"
"168","TreibitzT"
"168","NealB"
"168","KlineD"
"168","BeijbomO"
"168","RobertsP"
"168","MitchellB"
"168","KriegmanD"
"169","RatajczakZ"
"169","NippertJ"
"169","OcheltreeT"
"170","EdmundsP"
"171","JohnsonM"
"171","MoriartyV"
"171","CarpenterR"
"172","DornelasM"
"172","GotelliN"
"172","McGillB"
"172","ShimadzuH"
"172","MoyesF"
"172","SieversC"
"172","MagurranA"
"173","DornelasM"
"173","GotelliN"
"173","McGillB"
"173","ShimadzuH"
"173","MoyesF"
"173","SieversC"
"173","MagurranA"
"174","VanderWeideB"
"174","HartnettD"
"174","CarterD"
"175","WatrasC"
"175","ReadJ"
"175","HolmanK"
"175","LiuZ"
"175","SongY"
"175","WatrasA"
"175","MorganS"
"175","StanleyE"
"176","GrischkowskyS"
"177","ComeauS"
"177","EdmundsP"
"177","SpindelN"
"177","CarpenterR"
"178","DingY"
"178","WatanabeA"
"178","JaffeR"
"179","LenzE"
"179","BrownD"
"179","DiddenC"
"179","ArnoldA"
"179","EdmundsP"
"180","PorayA"
"180","CarpenterR"
"181","OnstedJ"
"181","ChowdhuryR"
"182","MullerE"
"182","NisbetR"
"183","LenzE"
"184","TowneE"
"184","CraineJ"
"185","OttJ"
"186","RatajczakZ"
"187","RivestE"
"188","AvolioM"
"188","ChangC"
"188","WeisJ"
"188","SmithM"
"189","ComeauS"
"189","CarpenterR"
"189","EdmundsP"
"190","ClausingR"
"190","AnnunziataC"
"190","BakerG"
"190","LeeC"
"190","BittickS"
"190","FongP"
"191","GowanJ"
"191","TootellJ"
"191","CarpenterR"
"192","CameronC"
"192","EdmundsP"
"193","LingB"
"193","GoodinD"
"193","MohlerR"
"193","LawsA"
"193","JoernA"
"194","HautierA"
"195","EdmundsP"
"195","WallC"
"195","YostD"
"195","GatesR"
"195","BurgessS"
"195","PutnamH"
"195","BaskettM"
"195","BramantiL"
"195","FabinaN"
"195","HanX"
"195","LesserM"
"195","MadinJ"
"197","WatrasC"
"197","HansonP"
"197","MorrowM"
"197","MorrisonK"
"197","ScannellS"
"197","YaziciagluS"
"197","ReadJ"
"197","HuY"
"197","KratzT"
"199","ComeauS"
"199","EdmundsP"
"199","SpindelN"
"199","CarpenterR"
"200","VeachW"
"200","SkibbeeA"
"201","RatajczakJ"
"201","BlairJ"
"202","YauA"
"202","LenihanH"
"202","KendallB"
"203","GibsonS"
"203","JohnsonL"
"204","GiulianiE"
"204","KnappA"
"205","J.M.B"
"205","Briggs.J"
"206","StantonN"
"207","AdamT"
"207","BrooksA"
"207","HolbrookS"
"207","SchmittR"
"207","WashburnL"
"207","BernardiG"
"208","BrunsellJ"
"208","BuckT"
"209","ZamudioS"
"210","LarsonD"
"211","JacksonK"
"212","LiuH"
"214","KoernerS"
"214","CollinsS"
"215","La PierreA"
"215","SmithM"
"216","Padilla-GaminoJ"
"217","Padilla-GaminoJ"
"218","Padilla-GaminoJ"
"219","Padilla-GaminoJ"
"220","Padilla-GaminoJ"
"221","McLauchlanJ"
"221","OcheltreeT"
"222","WinslowL"
"222","ReadJ"
"222","HansonP"
"222","StanleyE"
"223","EbyD"
"224","TroiaM"
"226","SoongJ"
"227","PochonX"
"227","PutnamH"
"227","GatesR"
"228","CotrufoM"
"228","WallD"
"228","SoongJ"
"228","VandegehuchteM"
"228","NgryenT"
"228","DenefK"
"228","ShawE"
"228","SylvainZ"
"228","TomaselC"
"228","NielsenU"
"229","BaerJ"
"229","WodiB"
"230","WallC"
"230","FanT"
"230","EdmundsP"
"231","MartinE"
"232","ForrestelM"
"232","SmithM"
"235","EdmundsP"
"235","GrossE"
"235","HanX"
"235","JacobsonL"
"235","KlausJ"
"235","McClanahanT"
"235","O{\textquoteright}LearyJ"
"235","Van OppenM"
"235","PochonX"
"235","PutnamH"
"235","SmithT"
"235","AdjeroudM"
"235","StatM"
"235","SweatmanH"
"235","van WoesikR"
"235","GatesR"
"235","BaskettM"
"235","BaumsI"
"235","BuddA"
"235","CarpenterR"
"235","FabinaN"
"235","FanT"
"235","FranklinE"
"236","KaufmanG"
"236","KaufmanD"
"237","KoernerD"
"238","AlexanderK"
"238","MalmstromC"
"239","StierA"
"239","HansonK"
"239","HolbrookS"
"239","SchmittR"
"239","BrooksA"
"240","HansonP"
"240","BuffamI"
"240","RusakJ"
"240","StanleyE"
"240","WatrasC"
"241","KoernerS"
"241","CollinsS"
"241","BlairJ"
"241","KnappA"
"241","SmithM"
"242","EdmundsP"
"242","NozawaY"
"242","VillanuevaR"
"243","HooverA"
"243","SmithM"
"244","ChangC"
"244","SmithM"
"245","RivestE"
"245","HofmannG"
"246","KirkmanS"
"247","GreerM"
"247","WilsonG"
"248","HarrisP"
"250","Padilla-GaminoJ"
"250","HedouinL"
"250","WallerR"
"250","SmithD"
"250","TruongW"
"250","GatesR"
"251","AntoineD"
"251","BabinM"
"251","BerthonJ"
"251","BricaudA"
"251","GentiliB"
"251","LoiselH"
"251","MaritorenaS"
"251","StramskiD"
"252","SylvainL"
"252","SalaO"
"253","OcheltreeT"
"253","NippertJ"
"253","VPrasadP"
"254","JumpponenA"
"254","K.LJ"
"255","TroiaM"
"255","GidoK"
"256","MandyamK"
"256","JumpponenA"
"257","TootellJ"
"257","SteeleM"
"258","LathropR"
"258","CarpenterS"
"259","DentonE"
"260","KaufmanD"
"260","KaufmanG"
"261","DoddsM"
"262","NikradM"
"263","RomoliniM"
"264","JumpponenA"
"264","MandyamK"
"265","OwensS"
"266","PetrikC"
"266","JacksonG"
"266","CheckleyD"
"267","ZeglinL"
"267","BottomleyP"
"267","JumpponenA"
"267","RiceC"
"267","ArangoM"
"267","LindsleyA"
"267","McGowanA"
"267","MfombepP"
"267","MyroldD"
"268","MandyamK"
"268","JumpponenJ"
"269","RichM"
"269","GoughL"
"269","BoelmanN"
"270","RichM"
"270","GoughL"
"270","BoelmanN"
"271","Padilla-GaminoJ"
"271","RodriguesL"
"271","GrottoliA"
"271","PortocarreroC"
"271","WagenhauserS"
"271","ButtlerF"
"271","GatesR"
"271","BidigareR"
"271","BarshisD"
"271","AlamaruA"
"271","HedouinL"
"271","Hernandez-PechX"
"271","KandelF"
"271","SoonS"
"271","RothM"
"272","Padilla-GaminoJ"
"272","RodriguesL"
"272","GrottoliA"
"272","PortocarreroC"
"272","WagenhauserS"
"272","ButtlerF"
"272","GatesR"
"272","BidigareR"
"272","BarshisD"
"272","AlamaruA"
"272","HedouinL"
"272","Hernandez-PechX"
"272","KandelF"
"272","SoonS"
"272","RothM"
"273","HansenG"
"273","IvesA"
"273","ZandenM"
"273","CarpenterS"
"274","H{\'e}douinL"
"274","GatesR"
"275","HedouinL"
"275","GatesR"
"276","OhmanH"
"277","SmithJ"
"277","MatherM"
"279","HamptonS"
"279","StrasserC"
"279","TewksburyJ"
"279","GramW"
"279","BuddenA"
"279","BatchellerA"
"279","DukeC"
"279","PorterJ"
"280","RobertsonB"
"280","DoranP"
"281","KrauseJ"
"281","BrzezinskiM"
"281","SiegelD"
"281","ThunellR"
"282","KrauseJ"
"282","BrzezinskiM"
"282","SiegelD"
"282","ThunellR"
"283","HaysJ"
"283","MartinsonD"
"283","MorleyJ"
"284","LeichterJ"
"284","HenchJ"
"284","HolbrookS"
"284","NelsonC"
"284","SchmittR"
"284","ToonenR"
"284","WashburnL"
"284","WyattA"
"284","AlldredgeA"
"284","BernardiC"
"284","BrooksA"
"284","CarlsonC"
"284","CarpenterR"
"284","EdmundsP"
"284","FewingsM"
"284","HansonK"
"285","MunroL"
"285","GoerickeR"
"286","PisaniO"
"286","LoudaW"
"286","JaffeR"
"287","D.M.L"
"287","GrudzinskiB"
"287","DoddsW"
"287","DanielsM"
"287","SkibbeA"
"287","JoernA"
"288","CumboV"
"288","EdmundsP"
"288","WallC"
"288","FanT"
"289","Egbendewe-MondzozoA"
"289","SwintonS"
"289","BalsB"
"289","DaleB"
"290","AnanyevaK"
"290","WangW"
"290","SmuckerA"
"290","RiversM"
"290","KravchenkoA"
"291","SailleyS"
"291","DucklowH"
"291","MoellerH"
"291","FraserW"
"291","SchofieldO"
"291","SteinbergD"
"291","GarzioL"
"291","DoneyS"
"292","BrazierR"
"292","TurnbullL"
"292","WainwrightJ"
"292","BolR"
"293","SinsabaughR"
"293","ManzoniS"
"293","MoorheadD"
"293","RichterA"
"294","ChapinF"
"294","RobardsM"
"294","JohnstoneJ"
"294","LantzT"
"294","KokeljS"
"295","ChapinF"
"295","RobardsM"
"295","JohnstoneJ"
"295","LantzT"
"295","KokeljS"
"296","GaetaJ"
"296","BeardmoreB"
"296","LatzkaA"
"296","ProvencherB"
"296","CarpenterS"
"297","WollheimW"
"297","GreenM"
"297","PellerinB"
"297","MorseN"
"297","HopkinsonC"
"298","KingJ"
"298","TrnkaM"
"298","ZenoneT"
"298","CeulemansR"
"298","AlbaughJ"
"298","DillenS"
"298","DomecJ"
"298","FichotR"
"298","FischerM"
"298","LeggettZ"
"298","SucreE"
"299","MassomR"
"299","ReidP"
"299","StammerjohnS"
"299","RaymondB"
"299","FraserA"
"299","UshioS"
"300","FeldmanS"
"300","PorterJ"
"301","FeldmanS"
"301","PorterJ"
"302","JohnsonD"
"302","ShortM"
"303","DazzoF"
"303","YanniY"
"306","WoltzJ"
"306","LandisD"
"307","HansenG"
"307","MikulyukA"
"307","NilssonE"
"307","OldenJ"
