"","org_id","dup_id"
"315","301","301"
"316","302","302"
"317","303","303"
"318","304","304"
"319","305","305"
"320","306","306"
"321","307","307"
"322","308","308"
"323","309","309"
"324","310","310"
"325","311","311"
"326","312","312"
"327","313","313"
"328","314","314"
"329","314","315"
"330","315","314"
"331","315","315"
"332","316","316"
"333","317","317"
"334","317","318"
"335","318","317"
"336","318","318"
"337","319","319"
"338","319","320"
"339","320","319"
"340","320","320"
"341","321","321"
"342","321","322"
"343","322","321"
"344","322","322"
"345","323","323"
"346","324","324"
"347","324","716"
"348","325","325"
"349","326","326"
"350","327","327"
"351","328","328"
"352","329","329"
"353","329","1105"
"354","330","330"
"355","330","718"
"356","331","331"
"357","332","332"
"358","333","333"
"359","334","334"
"360","335","335"
"361","335","336"
"362","336","335"
"363","336","336"
"364","337","337"
"365","338","338"
"366","339","339"
"367","340","340"
"368","341","341"
"369","342","342"
"370","343","343"
"371","344","344"
"372","344","345"
"373","345","344"
"374","345","345"
"375","346","346"
"376","346","347"
"377","347","346"
"378","347","347"
"379","348","348"
"380","349","349"
"381","349","350"
"382","350","349"
"383","350","350"
"384","351","351"
"385","352","352"
"386","353","353"
"387","354","354"
"388","355","355"
"389","356","356"
"390","357","357"
"391","358","358"
"392","358","737"
"393","359","359"
"394","359","360"
"395","359","738"
"396","360","359"
"397","360","360"
"398","360","738"
"399","361","361"
"400","362","362"
"401","363","363"
"402","364","364"
"403","364","365"
"404","365","364"
"405","365","365"
"406","366","366"
"407","367","367"
"408","368","368"
"409","369","369"
"410","370","370"
"411","371","371"
"412","372","372"
"413","373","373"
"414","373","374"
"415","374","373"
"416","374","374"
"417","375","375"
"418","375","376"
"419","376","375"
"420","376","376"
"421","377","377"
"422","378","378"
"423","379","379"
"424","380","380"
"425","381","381"
"426","382","382"
"427","383","383"
"428","383","384"
"429","384","383"
"430","384","384"
"431","385","385"
"432","386","386"
"433","387","387"
"434","388","388"
"435","389","389"
"436","390","390"
"437","391","391"
"438","392","392"
"439","393","393"
"440","394","394"
"441","395","395"
"442","396","396"
"443","397","397"
"444","398","398"
"445","399","399"
"446","400","400"
"447","401","401"
"448","402","402"
"449","403","403"
"450","404","404"
"451","404","405"
"452","405","404"
"453","405","405"
"454","406","406"
"455","407","407"
"456","408","408"
"457","409","409"
"458","410","410"
"459","411","411"
"460","411","412"
"461","412","411"
"462","412","412"
"463","413","413"
"464","414","414"
"465","415","415"
"466","416","416"
"467","417","417"
"468","418","418"
"469","419","419"
"470","419","420"
"471","420","419"
"472","420","420"
"473","421","421"
"474","422","422"
"475","423","423"
"476","424","424"
"477","425","425"
"478","426","426"
"479","427","427"
"480","427","428"
"481","427","429"
"482","427","430"
"483","428","427"
"484","428","428"
"485","428","429"
"486","428","430"
"487","429","427"
"488","429","428"
"489","429","429"
"490","429","430"
"491","430","427"
"492","430","428"
"493","430","429"
"494","430","430"
"495","431","431"
"496","432","432"
"497","433","433"
"498","434","434"
"499","435","435"
"500","436","436"
"501","436","437"
"502","437","436"
"503","437","437"
"504","438","438"
"505","439","439"
"506","440","440"
"507","441","441"
"508","442","442"
"509","443","443"
"510","444","444"
"511","445","445"
"512","446","446"
"513","447","447"
"514","448","448"
"515","449","449"
"516","450","450"
"517","451","451"
"518","452","452"
"519","453","453"
"520","454","454"
"521","455","455"
"522","455","456"
"523","456","455"
"524","456","456"
"525","457","457"
"526","458","458"
"527","459","459"
"528","460","460"
"529","461","461"
"530","462","462"
"531","462","833"
"532","462","9993"
"533","462","9994"
"534","463","463"
"535","464","464"
"536","465","465"
"537","466","466"
"538","467","467"
"539","467","468"
"540","468","467"
"541","468","468"
"542","469","469"
"543","470","470"
"544","471","471"
"545","471","1361"
"546","472","472"
"547","472","1362"
"548","473","473"
"549","473","1363"
"550","474","474"
"551","474","1364"
"552","475","475"
"553","476","476"
"554","476","1366"
"555","477","477"
"556","478","478"
"557","479","479"
"558","480","480"
"559","481","481"
"560","482","482"
"561","483","483"
"562","484","484"
"563","485","485"
"564","486","486"
"565","486","487"
"566","487","486"
"567","487","487"
"568","488","488"
"569","489","489"
"570","490","490"
"571","491","491"
"572","492","492"
"573","493","493"
"574","494","494"
"575","495","495"
"576","496","496"
"577","497","497"
"578","498","498"
"579","499","499"
"580","500","500"
"581","500","501"
"582","501","500"
"583","501","501"
"584","502","502"
"585","503","503"
"586","504","504"
"587","505","505"
"588","506","506"
"589","507","507"
"590","508","508"
"591","509","509"
"592","510","510"
"593","510","511"
"594","511","510"
"595","511","511"
"596","512","512"
"597","513","513"
"598","513","514"
"599","514","513"
"600","514","514"
"601","515","515"
"602","515","516"
"603","516","515"
"604","516","516"
"605","517","517"
"606","518","518"
"607","518","519"
"608","519","518"
"609","519","519"
"610","520","520"
"611","521","521"
"612","521","522"
"613","522","521"
"614","522","522"
"615","523","523"
"616","524","524"
"617","525","525"
"618","526","526"
"619","527","527"
"620","528","528"
"621","529","529"
"622","530","530"
"623","531","531"
"624","532","532"
"625","533","533"
"626","534","534"
"627","535","535"
"628","536","536"
"629","537","537"
"630","538","538"
"631","538","539"
"632","539","538"
"633","539","539"
"634","540","540"
"635","541","541"
"636","541","542"
"637","542","541"
"638","542","542"
"639","543","543"
"640","544","544"
"641","544","545"
"642","545","544"
"643","545","545"
"644","546","546"
"645","547","547"
"646","548","548"
"647","549","549"
"648","550","550"
"649","550","551"
"650","551","550"
"651","551","551"
"652","552","552"
"653","553","553"
"654","554","554"
"655","555","555"
"656","556","556"
"657","557","557"
"658","558","558"
"659","559","559"
"660","560","560"
"661","561","561"
"662","561","562"
"663","562","561"
"664","562","562"
"665","563","563"
"666","564","564"
"667","565","565"
"668","566","566"
"669","567","567"
"670","568","568"
"671","569","569"
"672","570","570"
"673","570","571"
"674","571","570"
"675","571","571"
"676","572","572"
"677","573","573"
"678","574","574"
"679","575","575"
"680","575","576"
"681","576","575"
"682","576","576"
"683","577","577"
"684","578","578"
"685","579","579"
"686","580","580"
"687","581","581"
"688","582","582"
"689","583","583"
"690","583","585"
"691","584","584"
"692","585","583"
"693","585","585"
"694","586","586"
"695","587","587"
"696","588","588"
"697","589","589"
"698","590","590"
"699","591","591"
"700","592","592"
"701","593","593"
"702","594","594"
"703","595","595"
"704","596","596"
"705","597","597"
"706","598","598"
"707","599","599"
"708","600","600"
"709","601","601"
"710","602","602"
"711","603","603"
"712","603","604"
"713","604","603"
"714","604","604"
"715","605","605"
"716","605","606"
"717","606","605"
"718","606","606"
"719","607","607"
"720","608","608"
"721","609","609"
"722","609","610"
"723","610","609"
"724","610","610"
"725","611","611"
"726","611","612"
"727","612","611"
"728","612","612"
"729","613","613"
"730","613","9538"
"731","614","614"
"732","615","615"
"733","615","616"
"734","616","615"
"735","616","616"
"736","617","617"
"737","617","618"
"738","618","617"
"739","618","618"
"740","619","619"
"741","620","620"
"742","621","621"
"743","622","622"
"744","623","623"
"745","624","624"
"746","625","625"
"747","626","626"
"748","627","627"
"749","628","628"
"750","628","629"
"751","629","628"
"752","629","629"
"753","630","630"
"754","631","631"
"755","632","632"
"756","633","633"
"757","634","634"
"758","634","635"
"759","635","634"
"760","635","635"
"761","636","256"
"762","636","636"
"763","637","637"
"764","638","638"
"765","639","639"
"766","640","640"
"767","641","641"
"768","642","642"
"769","643","643"
"770","644","644"
"771","645","645"
"772","646","646"
"773","647","647"
"774","648","648"
"775","649","649"
"776","650","650"
"777","651","651"
"778","652","652"
"779","653","653"
"780","654","654"
"781","655","655"
"782","656","656"
"783","657","657"
"784","658","658"
"785","659","659"
"786","660","660"
"787","661","661"
"788","662","662"
"789","663","663"
"790","664","664"
"791","665","665"
"792","666","666"
"793","667","667"
"794","668","668"
"795","668","669"
"796","669","668"
"797","669","669"
"798","670","670"
"799","671","671"
"800","672","672"
"801","673","673"
"802","674","674"
"803","675","675"
"804","676","676"
"805","677","677"
"806","678","678"
"807","679","679"
"808","680","680"
"809","681","681"
"810","682","682"
"811","683","683"
"812","684","684"
"813","685","685"
"814","686","686"
"815","687","687"
"816","688","688"
"817","689","689"
"818","690","690"
"819","691","691"
"820","692","692"
"821","693","693"
"822","694","694"
"823","695","695"
"824","696","696"
"825","697","697"
"826","698","698"
"827","699","699"
"828","700","700"
"829","701","701"
"830","702","702"
"831","703","703"
"832","704","704"
"833","705","705"
"834","705","706"
"835","706","705"
"836","706","706"
"837","707","707"
"838","708","708"
"839","709","709"
"840","710","710"
"841","711","711"
"842","712","712"
"843","713","713"
"844","714","714"
"845","715","715"
"846","716","324"
"847","716","716"
"848","717","717"
"849","718","330"
"850","718","718"
"851","719","719"
"852","720","720"
"853","721","721"
"854","722","722"
"855","722","1127"
"856","723","723"
"857","724","724"
"858","725","725"
"859","726","726"
"860","727","727"
"861","728","728"
"862","728","729"
"863","729","728"
"864","729","729"
"865","730","730"
"866","730","731"
"867","731","730"
"868","731","731"
"869","732","732"
"870","733","733"
"871","734","734"
"872","735","735"
"873","736","736"
"874","737","358"
"875","737","737"
"876","738","359"
"877","738","360"
"878","738","738"
"879","739","739"
"880","740","740"
"881","741","741"
"882","741","8319"
"883","742","742"
"884","743","743"
"885","744","744"
"886","745","745"
"887","746","746"
"888","747","747"
"889","748","748"
"890","749","749"
"891","750","750"
"892","751","751"
"893","752","752"
"894","753","753"
"895","754","754"
"896","755","755"
"897","756","756"
"898","757","757"
"899","758","758"
"900","759","759"
"901","760","760"
"902","761","761"
"903","762","191"
"904","762","762"
"905","763","763"
"906","764","764"
"907","765","765"
"908","766","766"
"909","767","767"
"910","768","768"
"911","769","769"
"912","770","770"
"913","771","771"
"914","772","772"
"915","773","773"
"916","774","774"
"917","775","775"
"918","776","776"
"919","776","777"
"920","777","776"
"921","777","777"
"922","778","778"
"923","779","779"
"924","780","780"
"925","781","781"
"926","782","782"
"927","783","783"
"928","784","784"
"929","785","785"
"930","786","786"
"931","787","787"
"932","788","788"
"933","789","789"
"934","790","790"
"935","791","791"
"936","792","792"
"937","793","793"
"938","794","794"
"939","794","1250"
"940","795","795"
"941","795","1257"
"942","795","1258"
"943","796","796"
"944","797","797"
"945","797","1263"
"946","798","798"
"947","799","799"
"948","800","800"
"949","801","801"
"950","802","802"
"951","802","803"
"952","803","802"
"953","803","803"
"954","804","804"
"955","805","805"
"956","805","806"
"957","805","807"
"958","806","805"
"959","806","806"
"960","806","807"
"961","807","805"
"962","807","806"
"963","807","807"
"964","808","808"
"965","809","809"
"966","810","810"
"967","811","811"
"968","812","812"
"969","813","813"
"970","814","814"
"971","814","815"
"972","815","814"
"973","815","815"
"974","816","816"
"975","816","817"
"976","816","818"
"977","817","816"
"978","817","817"
"979","817","818"
"980","818","816"
"981","818","817"
"982","818","818"
"983","819","819"
"984","820","820"
"985","821","821"
"986","822","822"
"987","823","823"
"988","824","824"
"989","825","825"
"990","826","826"
"991","827","827"
"992","828","828"
"993","829","829"
"994","830","830"
"995","831","831"
"996","832","832"
"997","833","462"
"998","833","833"
"999","833","9993"
"1000","833","9994"
"1001","834","834"
"1002","835","835"
"1003","836","836"
"1004","837","837"
"1005","838","838"
"1006","839","839"
"1007","840","840"
"1008","840","841"
"1009","841","840"
"1010","841","841"
"1011","842","842"
"1012","843","843"
"1013","844","844"
"1014","845","845"
"1015","846","846"
"1016","847","847"
"1017","848","848"
"1018","849","849"
"1019","850","850"
"1020","851","851"
"1021","852","852"
"1022","853","853"
"1023","854","854"
"1024","855","855"
"1025","856","856"
"1026","857","857"
"1027","858","858"
"1028","859","859"
"1029","860","860"
"1030","861","861"
"1031","862","862"
"1032","863","863"
"1033","864","864"
"1034","865","865"
"1035","866","866"
"1036","867","867"
"1037","868","868"
"1038","869","869"
"1039","870","870"
"1040","871","871"
"1041","872","872"
"1042","873","873"
"1043","874","874"
"1044","875","875"
"1045","876","876"
"1046","877","877"
"1047","878","878"
"1048","879","879"
"1049","879","1416"
"1050","880","880"
"1051","881","881"
"1052","882","882"
"1053","882","883"
"1054","883","882"
"1055","883","883"
"1056","884","884"
"1057","885","885"
"1058","886","886"
"1059","887","887"
"1060","888","888"
"1061","889","889"
"1062","890","890"
"1063","891","891"
"1064","892","892"
"1065","893","893"
"1066","894","894"
"1067","895","895"
"1068","896","896"
"1069","897","897"
"1070","898","898"
"1071","899","899"
"1072","900","900"
"1073","901","901"
"1074","902","902"
"1075","903","903"
"1076","904","904"
"1077","905","905"
"1078","906","906"
"1079","907","907"
"1080","908","908"
"1081","909","909"
"1082","910","910"
"1083","911","911"
"1084","912","912"
"1085","913","913"
"1086","914","914"
"1087","915","915"
"1088","916","916"
"1089","917","917"
"1090","918","918"
"1091","919","919"
"1092","920","920"
"1093","921","921"
"1094","922","922"
"1095","923","923"
"1096","924","924"
"1097","925","925"
"1098","926","926"
"1099","927","927"
"1100","928","928"
"1101","928","929"
"1102","929","928"
"1103","929","929"
"1104","930","930"
"1105","931","931"
"1106","932","932"
"1107","933","933"
"1108","934","934"
"1109","935","935"
"1110","936","936"
"1111","937","937"
"1112","938","938"
"1113","939","939"
"1114","940","940"
"1115","941","941"
"1116","942","942"
"1117","943","943"
"1118","944","944"
"1119","945","945"
"1120","946","946"
"1121","947","947"
"1122","948","948"
"1123","948","949"
"1124","949","948"
"1125","949","949"
"1126","950","950"
"1127","951","951"
"1128","952","952"
"1129","953","953"
"1130","954","954"
"1131","955","955"
"1132","956","956"
"1133","957","957"
"1134","958","958"
"1135","959","959"
"1136","960","960"
"1137","961","961"
"1138","962","962"
"1139","963","963"
"1140","964","964"
"1141","965","965"
"1142","966","966"
"1143","967","967"
"1144","968","968"
"1145","969","969"
"1146","970","970"
"1147","971","971"
"1148","972","972"
"1149","973","973"
"1150","974","974"
"1151","975","975"
"1152","976","976"
"1153","977","977"
"1154","978","978"
"1155","979","979"
"1156","980","980"
"1157","981","981"
"1158","981","982"
"1159","982","981"
"1160","982","982"
"1161","983","983"
"1162","984","984"
"1163","985","985"
"1164","986","986"
"1165","987","987"
"1166","988","988"
"1167","989","989"
"1168","990","990"
"1169","991","991"
"1170","992","992"
"1171","993","993"
"1172","994","994"
"1173","995","995"
"1174","996","996"
"1175","997","997"
"1176","998","998"
"1177","999","999"
"1178","1000","1000"
"1179","1001","1001"
"1180","1002","1002"
"1181","1003","1003"
"1182","1004","1004"
"1183","1005","1005"
"1184","1006","1006"
"1185","1006","1007"
"1186","1006","1008"
"1187","1006","1009"
"1188","1007","1006"
"1189","1007","1007"
"1190","1007","1008"
"1191","1007","1009"
"1192","1008","1006"
"1193","1008","1007"
"1194","1008","1008"
"1195","1008","1009"
"1196","1009","1006"
"1197","1009","1007"
"1198","1009","1008"
"1199","1009","1009"
"1200","1010","1010"
"1201","1011","1011"
"1202","1012","1012"
"1203","1013","1013"
"1204","1014","1014"
"1205","1015","1015"
"1206","1016","1016"
"1207","1017","1017"
"1208","1018","1018"
"1209","1019","1019"
"1210","1020","1020"
"1211","1021","1021"
"1212","1022","1022"
"1213","1023","1023"
"1214","1024","1024"
"1215","1025","1025"
"1216","1026","1026"
"1217","1027","1027"
"1218","1028","1028"
"1219","1029","1029"
"1220","1030","1030"
"1221","1031","1031"
"1222","1032","1032"
"1223","1033","1033"
"1224","1034","1034"
"1225","1035","1035"
"1226","1035","1036"
"1227","1036","1035"
"1228","1036","1036"
"1229","1037","1037"
"1230","1038","1038"
"1231","1038","1039"
"1232","1039","1038"
"1233","1039","1039"
"1234","1040","1040"
"1235","1041","1041"
"1236","1042","1042"
"1237","1043","1043"
"1238","1044","1044"
"1239","1045","1045"
"1240","1046","1046"
"1241","1047","1047"
"1242","1048","1048"
"1243","1049","1049"
"1244","1050","1050"
"1245","1050","1051"
"1246","1051","1050"
"1247","1051","1051"
"1248","1052","1052"
"1249","1053","1053"
"1250","1054","1054"
"1251","1054","1055"
"1252","1055","1054"
"1253","1055","1055"
"1254","1056","1056"
"1255","1057","1057"
"1256","1058","1058"
"1257","1059","1059"
"1258","1060","1060"
"1259","1061","1061"
"1260","1062","1062"
"1261","1063","1063"
"1262","1064","1064"
"1263","1065","1065"
"1264","1066","1066"
"1265","1067","1067"
"1266","1068","1068"
"1267","1069","1069"
"1268","1070","1070"
"1269","1071","1071"
"1270","1072","1072"
"1271","1073","1073"
"1272","1074","1074"
"1273","1075","1075"
"1274","1076","1076"
"1275","1077","1077"
"1276","1078","1078"
"1277","1079","1079"
"1278","1080","1080"
"1279","1081","1081"
"1280","1082","1082"
"1281","1083","1083"
"1282","1084","1084"
"1283","1085","1085"
"1284","1086","1086"
"1285","1087","1087"
"1286","1088","1088"
"1287","1089","1089"
"1288","1090","1090"
"1289","1091","1091"
"1290","1092","1092"
"1291","1093","1093"
"1292","1094","1094"
"1293","1095","1095"
"1294","1096","1096"
"1295","1097","1097"
"1296","1098","1098"
"1297","1099","1099"
"1298","1100","1100"
"1299","1101","1101"
"1300","1102","1102"
"1301","1103","1103"
"1302","1104","1104"
"1303","1105","329"
"1304","1105","1105"
"1305","1106","1106"
"1306","1107","1107"
"1307","1107","1108"
"1308","1108","1107"
"1309","1108","1108"
"1310","1109","1109"
"1311","1109","1110"
"1312","1109","1111"
"1313","1110","1109"
"1314","1110","1110"
"1315","1110","1111"
"1316","1111","1109"
"1317","1111","1110"
"1318","1111","1111"
"1319","1112","1112"
"1320","1112","1113"
"1321","1113","1112"
"1322","1113","1113"
"1323","1114","1114"
"1324","1115","1115"
"1325","1116","1116"
"1326","1117","1117"
"1327","1118","1118"
"1328","1119","1119"
"1329","1120","1120"
"1330","1121","1121"
"1331","1122","1122"
"1332","1123","1123"
"1333","1123","1124"
"1334","1124","1123"
"1335","1124","1124"
"1336","1125","1125"
"1337","1126","1126"
"1338","1127","722"
"1339","1127","1127"
"1340","1128","1128"
"1341","1129","1129"
"1342","1130","1130"
"1343","1131","1131"
"1344","1132","1132"
"1345","1133","1133"
"1346","1134","1134"
"1347","1135","1135"
"1348","1136","1136"
"1349","1137","1137"
"1350","1138","1138"
"1351","1139","1139"
"1352","1140","1140"
"1353","1141","1141"
"1354","1142","1142"
"1355","1143","1143"
"1356","1144","1144"
"1357","1145","1145"
"1358","1146","1146"
"1359","1147","1147"
"1360","1148","1148"
"1361","1149","1149"
"1362","1149","1150"
"1363","1150","1149"
"1364","1150","1150"
"1365","1151","1151"
"1366","1152","1152"
"1367","1153","1153"
"1368","1154","1154"
"1369","1155","1155"
"1370","1156","1156"
"1371","1157","1157"
"1372","1158","1158"
"1373","1158","1159"
"1374","1159","1158"
"1375","1159","1159"
"1376","1160","1160"
"1377","1161","1161"
"1378","1162","1162"
"1379","1163","1163"
"1380","1164","1164"
"1381","1165","1165"
"1382","1166","1166"
"1383","1166","1167"
"1384","1167","1166"
"1385","1167","1167"
"1386","1168","1168"
"1387","1169","1169"
"1388","1170","1170"
"1389","1171","1171"
"1390","1172","1172"
"1391","1173","1173"
"1392","1174","1174"
"1393","1175","1175"
"1394","1176","1176"
"1395","1177","1177"
"1396","1177","1178"
"1397","1178","1177"
"1398","1178","1178"
"1399","1179","1179"
"1400","1180","1180"
"1401","1181","1181"
"1402","1182","1182"
"1403","1183","1183"
"1404","1184","1184"
"1405","1185","1185"
"1406","1186","1186"
"1407","1187","1187"
"1408","1188","1188"
"1409","1189","1189"
"1410","1190","1190"
"1411","1191","1191"
"1412","1192","1192"
"1413","1193","1193"
"1414","1193","1194"
"1415","1194","1193"
"1416","1194","1194"
"1417","1195","1195"
"1418","1196","1196"
"1419","1197","1197"
"1420","1198","1198"
"1421","1199","1199"
"1422","1199","15187"
"1423","1200","1200"
"1424","1201","1201"
"1425","1202","1202"
"1426","1203","1203"
"1427","1204","1204"
"1428","1205","1205"
"1429","1206","1206"
"1430","1207","1207"
"1431","1208","1208"
"1432","1209","1209"
"1433","1210","1210"
"1434","1211","1211"
"1435","1212","1212"
"1436","1213","1213"
"1437","1214","1214"
"1438","1215","1215"
"1439","1216","1216"
"1440","1217","1217"
"1441","1218","1218"
"1442","1219","1219"
"1443","1220","1220"
"1444","1221","1221"
"1445","1222","1222"
"1446","1223","1223"
"1447","1224","1224"
"1448","1225","1225"
"1449","1226","1226"
"1450","1227","1227"
"1451","1228","1228"
"1452","1229","1229"
"1453","1230","1230"
"1454","1231","1231"
"1455","1232","1232"
"1456","1233","1233"
"1457","1234","1234"
"1458","1235","1235"
"1459","1236","1236"
"1460","1237","1237"
"1461","1238","1238"
"1462","1239","1239"
"1463","1240","1240"
"1464","1241","1241"
"1465","1242","1242"
"1466","1243","1243"
"1467","1244","1244"
"1468","1245","1245"
"1469","1246","1246"
"1470","1247","1247"
"1471","1248","1248"
"1472","1249","1249"
"1473","1250","794"
"1474","1250","1250"
"1475","1251","1251"
"1476","1252","1252"
"1477","1252","1253"
"1478","1253","1252"
"1479","1253","1253"
"1480","1254","1254"
"1481","1255","1255"
"1482","1256","1256"
"1483","1257","795"
"1484","1257","1257"
"1485","1257","1258"
"1486","1258","795"
"1487","1258","1257"
"1488","1258","1258"
"1489","1259","1259"
"1490","1260","1260"
"1491","1261","1261"
"1492","1262","1262"
"1493","1263","797"
"1494","1263","1263"
"1495","1264","1264"
"1496","1265","1265"
"1497","1266","1266"
"1498","1267","1267"
"1499","1268","1268"
"1500","1269","1269"
"1501","1270","1270"
"1502","1270","1271"
"1503","1271","1270"
"1504","1271","1271"
"1505","1272","1272"
"1506","1273","1273"
"1507","1274","1274"
"1508","1275","1275"
"1509","1276","1276"
"1510","1277","1277"
"1511","1278","1278"
"1512","1279","1279"
"1513","1280","1280"
"1514","1281","1281"
"1515","1282","1282"
"1516","1283","1283"
"1517","1284","1284"
"1518","1284","1285"
"1519","1285","1284"
"1520","1285","1285"
"1521","1286","1286"
"1522","1287","1287"
"1523","1288","1288"
"1524","1289","1289"
"1525","1290","1290"
"1526","1291","1291"
"1527","1292","1292"
"1528","1293","1293"
"1529","1294","1294"
"1530","1295","1295"
"1531","1296","1296"
"1532","1297","1297"
"1533","1297","1298"
"1534","1298","1297"
"1535","1298","1298"
"1536","1299","1299"
"1537","1300","1300"
"1538","1301","1301"
"1539","1302","1302"
"1540","1303","1303"
"1541","1304","1304"
"1542","1305","1305"
"1543","1306","1306"
"1544","1307","1307"
"1545","1308","1308"
"1546","1308","5143"
"1547","1308","9961"
"1548","1309","1309"
"1549","1310","1310"
"1550","1311","1311"
"1551","1311","1312"
"1552","1311","1313"
"1553","1311","1917"
"1554","1311","1918"
"1555","1312","1311"
"1556","1312","1312"
"1557","1312","1313"
"1558","1312","1917"
"1559","1312","1918"
"1560","1313","1311"
"1561","1313","1312"
"1562","1313","1313"
"1563","1313","1917"
"1564","1313","1918"
"1565","1314","1314"
"1566","1315","1315"
"1567","1316","1316"
"1568","1317","1317"
"1569","1318","1318"
"1570","1319","1319"
"1571","1320","1320"
"1572","1321","1321"
"1573","1322","1322"
"1574","1323","1323"
